Date, Close/Last, Volume, Open, High, Low
11/26/2019, $151.64, 24973010, $151.75, $153.41, $150.61
11/25/2019, $149.69, 11329310, $148.8, $150.21, $147.7
11/22/2019, $148.29, 9639428, $147.21, $149.44, $146.68
11/21/2019, $146.9, 6241359, $147.16, $147.4703, $146.26
11/20/2019, $146.93, 9451314, $148.09, $148.99, $146.03
11/19/2019, $148.38, 11508730, $148.18, $149.48, $146.8
11/18/2019, $147.65, 15356970, $144.75, $149.04, $143.69
11/15/2019, $144.67, 13749340, $147.14, $147.2, $144.21
11/14/2019, $147.15, 28414290, $148, $150.63, $146.2765
11/13/2019, $148.72, 46491400, $138.58, $149.92, $136.84
11/12/2019, $138.58, 17283990, $138.03, $139.34, $136.74
11/11/2019, $136.74, 10144900, $137.5, $138.555, $136.21
11/08/2019, $137.96, 24187460, $140.22, $140.25, $136.74
11/07/2019, $132.96, 18047600, $132.35, $133.7, $131.75
11/06/2019, $131.27, 9132465, $131.6, $131.66, $130.66
11/05/2019, $131.45, 7404474, $132.77, $132.77, $130.89
11/04/2019, $132.92, 7631780, $134.12, $134.14, $132.47
11/01/2019, $132.75, 8507567, $130.99, $132.8, $130.5111
10/31/2019, $129.92, 9628296, $129.53, $130.15, $128.75
10/30/2019, $129.6, 10880050, $129.69, $130.31, $129.1535
10/29/2019, $129.48, 9305072, $130.5, $130.77, $129.44
10/28/2019, $130.53, 8940309, $131.45, $132.08, $130.14
10/25/2019, $130.9, 6696035, $130.5, $131.76, $130.03
10/24/2019, $130.26, 6792298, $131.52, $131.7, $129.63
10/23/2019, $131.13, 7075669, $132.45, $132.68, $130.76
10/22/2019, $132.4, 10540840, $133.15, $133.68, $132.1
10/21/2019, $130.26, 7391094, $131.44, $131.73, $130.02
